k = 26
# m = 10000, Approx. E[load]=(k/(1+k))=0.962963, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02872 1.0063 1.0063 1.02867 0 26 0
10000 0.9595 500001 0 182.4 10000 194.951 188.245 0 26 0
10000 0.963 1000001 0 263.86 10000 172.257 260.153 0 26 0
10000 0.9597 1500001 0 345.879 10000 238.841 308.157 0 26 1
10000 0.9634 2000001 0 320.494 10000 395.891 294.19 0 26 1
10000 0.9615 2500001 0 344.458 10000 201.964 337.38 0 26 2
10000 0.9661 3000001 0 331.071 10000 213.131 315.219 0 26 2
10000 0.9613 3500001 0 367.129 10000 246.015 334.715 0 26 3
10000 0.964 4000001 0 346.413 10000 589.959 352.336 0 26 3
10000 0.9665 4500001 0 365.075 10000 437.812 331.744 0 26 4
10000 0.9626 4999999 0 362.515 10000 277.969 339.271 0.962936 26 4
