k = 17
# m = 10000, Approx. E[load]=(k/(1+k))=0.944444, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02534 1.0075 1.0075 1.0253 0 17 0
10000 0.9407 500001 0 101.148 10000 132.106 102.882 0 17 0
10000 0.9461 1000001 0 114.799 10000 117.787 111.066 0 17 0
10000 0.9426 1500001 0 123.196 10000 154.04 124.436 0 17 0
10000 0.9455 2000001 0 133.138 10000 121.34 121.987 0 17 1
10000 0.945 2500001 0 99.4663 10000 78.2993 121.983 0 17 1
10000 0.9464 3000001 0 125.423 10000 102.061 121.338 0 17 1
10000 0.9431 3500001 0 118.326 10000 129.514 114.943 0 17 1
10000 0.9464 4000001 0 116.164 10000 104.416 121.78 0 17 2
10000 0.9468 4500001 0 119.647 10000 129.862 118.187 0 17 2
10000 0.9451 4999999 0 139.208 10000 144.349 120.229 0.944409 17 2
