k = 59
# m = 10000, Approx. E[load]=(k/(1+k))=0.983333, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03378 1.0052 1.0052 1.03373 0 59 0
10000 0.9799 500001 0 2004.31 10000 1721.09 1332.94 0 59 2
10000 0.984 1000001 0 2575.72 10000 3121.31 2371.81 0 59 5
10000 0.9802 1500001 0 2627.04 10000 2922.95 2615.35 0 59 8
10000 0.9828 2000001 0 2651.97 10000 1036.36 2651.56 0 59 11
10000 0.981 2500001 0 2780.97 10000 3158.57 2765.09 0 59 15
10000 0.9849 3000001 0 2765.94 10000 1727.88 2759.66 0 59 18
10000 0.9841 3500001 0 2812.37 10000 2207.68 2770.82 0 59 22
10000 0.9837 4000001 0 2633.16 10000 3349.72 2742.58 0 59 25
10000 0.9844 4500001 0 2739.25 10000 1403.89 2706.75 0 59 29
10000 0.9832 4999999 0 2710.37 10000 4747.8 2712.78 0.983294 59 32
