k = 108
# m = 10000, Approx. E[load]=(k/(1+k))=0.990826, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02703 1.0041 1.0041 1.02698 0 108 0
10000 0.9889 500001 0 2427.26 10000 1088.26 1620.96 0 108 2
10000 0.9913 1000001 0 3582.76 10000 2469.57 2953.01 0 108 6
10000 0.989 1500001 0 4222.11 10000 1657.34 3972.38 0 108 12
10000 0.9914 2000001 0 4541.97 10000 4892.11 4405.71 0 108 18
10000 0.9894 2500001 0 4572.94 10000 4461.73 4550.81 0 108 24
10000 0.9913 3000001 0 4600.41 10000 4905.96 4605.82 0 108 30
10000 0.9923 3500001 0 4543.18 10000 4869.51 4598.95 0 108 35
10000 0.9907 4000001 0 4584.77 10000 4898.04 4592.33 0 108 41
10000 0.9904 4500001 0 4611.92 10000 4876.32 4588 0 108 47
10000 0.9913 4999999 0 4598.29 10000 4844.95 4615.95 0.990777 108 52
