k = 22
# m = 10000, Approx. E[load]=(k/(1+k))=0.956522, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03041 1.0069 1.0069 1.03035 0 22 0
10000 0.9534 500001 0 184.293 10000 197.055 165.735 0 22 0
10000 0.9568 1000001 0 193.184 10000 158.61 197.356 0 22 0
10000 0.9544 1500001 0 200.165 10000 139.795 188.285 0 22 1
10000 0.9565 2000001 0 206.591 10000 262.236 210.722 0 22 1
10000 0.9555 2500001 0 231.606 10000 296.064 233.942 0 22 1
10000 0.9599 3000001 0 204.255 10000 205.084 166.35 0 22 2
10000 0.9552 3500001 0 250.496 10000 220.549 212.802 0 22 2
10000 0.9582 4000001 0 235.757 10000 129.559 244.734 0 22 2
10000 0.9591 4500001 0 189.917 10000 176.002 216.225 0 22 3
10000 0.9579 4999999 0 170.009 10000 172.118 172.831 0.956495 22 3
