k = 106
# m = 10000, Approx. E[load]=(k/(1+k))=0.990654, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02703 1.004 1.004 1.02698 0 106 0
10000 0.9888 500001 0 2641.35 10000 2429.25 1725.48 0 106 2
10000 0.9911 1000001 0 3313.35 10000 4646.99 2775.65 0 106 6
10000 0.9887 1500001 0 4057.43 10000 1935.33 3789.85 0 106 10
10000 0.9913 2000001 0 4422.68 10000 4901.01 4299.41 0 106 16
10000 0.989 2500001 0 4508.92 10000 4795.82 4492.78 0 106 24
10000 0.9912 3000001 0 4578.94 10000 4545.84 4563.58 0 106 31
10000 0.9922 3500001 0 4609.44 10000 4912.89 4606.77 0 106 37
10000 0.9907 4000001 0 4597.99 10000 4902 4619.47 0 106 43
10000 0.9904 4500001 0 4635.54 10000 2390.73 4591.53 0 106 49
10000 0.991 4999999 0 4602.64 10000 4759.68 4614.49 0.990605 106 55
