k = 48
# m = 10000, Approx. E[load]=(k/(1+k))=0.979592, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02872 1.005 1.005 1.02867 0 48 0
10000 0.9754 500001 0 1422.78 10000 1040.79 1005.96 0 48 2
10000 0.9794 1000001 0 1592.26 10000 1349.32 1563.57 0 48 4
10000 0.9767 1500001 0 1636.12 10000 3334.67 1649.47 0 48 6
10000 0.98 2000001 0 1779.17 10000 1200.03 1742.23 0 48 9
10000 0.9777 2500001 0 1769.39 10000 727.541 1813.44 0 48 11
10000 0.9816 3000001 0 1828.49 10000 838.356 1788.23 0 48 14
10000 0.9802 3500001 0 1833.85 10000 1606.09 1784.89 0 48 16
10000 0.9804 4000001 0 1682.96 10000 1628.14 1736.95 0 48 19
10000 0.9811 4500001 0 1642.55 10000 2783.19 1724.87 0 48 21
10000 0.9788 4999999 0 1745.45 10000 863.45 1668.39 0.979554 48 24
