k = 57
# m = 10000, Approx. E[load]=(k/(1+k))=0.982759, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03378 1.0051 1.0051 1.03373 0 57 0
10000 0.9794 500001 0 1891.3 10000 996.874 1230.39 0 57 2
10000 0.9829 1000001 0 2400.68 10000 1794.32 2191.5 0 57 5
10000 0.9797 1500001 0 2576.17 10000 4125.89 2494 0 57 9
10000 0.9822 2000001 0 2616.96 10000 1961.81 2564.98 0 57 12
10000 0.9805 2500001 0 2496.12 10000 4069.1 2599.69 0 57 16
10000 0.9846 3000001 0 2566.44 10000 3334.21 2541.93 0 57 20
10000 0.9838 3500001 0 2592.14 10000 1254.7 2586.08 0 57 23
10000 0.9834 4000001 0 2525.9 10000 2464.91 2562.39 0 57 27
10000 0.9839 4500001 0 2566.84 10000 2508.45 2560.14 0 57 31
10000 0.9828 4999999 0 2574.45 10000 3492.46 2612.89 0.982718 57 35
