k = 47
# m = 10000, Approx. E[load]=(k/(1+k))=0.979167, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02365 1.0047 1.0047 1.02361 0 47 0
10000 0.9748 500001 0 1341.21 10000 1514.79 947.424 0 47 1
10000 0.9789 1000001 0 1475.04 10000 1333.24 1460.7 0 47 3
10000 0.9761 1500001 0 1545.05 10000 1519.09 1516.11 0 47 5
10000 0.9798 2000001 0 1732.93 10000 2819.41 1666.52 0 47 8
10000 0.9772 2500001 0 1515.11 10000 519.007 1686.11 0 47 10
10000 0.9808 3000001 0 1779.36 10000 1143.04 1610.9 0 47 13
10000 0.9799 3500001 0 1545.68 10000 1151.41 1689.95 0 47 15
10000 0.9798 4000001 0 1713.95 10000 1042.5 1630.86 0 47 18
10000 0.9809 4500001 0 1765.81 10000 1904.77 1717.2 0 47 20
10000 0.9781 4999999 0 1674.64 10000 2302.89 1673.91 0.979127 47 23
