k = 51
# m = 10000, Approx. E[load]=(k/(1+k))=0.980769, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02872 1.005 1.005 1.02867 0 51 0
10000 0.9771 500001 0 1682.79 10000 3411.73 1114.82 0 51 1
10000 0.981 1000001 0 1983.55 10000 3211.08 1852.34 0 51 4
10000 0.978 1500001 0 1902.18 10000 1962.61 1936.75 0 51 7
10000 0.9808 2000001 0 2113.74 10000 1373.56 2006.75 0 51 10
10000 0.9788 2500001 0 1942.31 10000 769.206 1981.75 0 51 12
10000 0.9825 3000001 0 2082.95 10000 1465.97 2013.72 0 51 15
10000 0.9819 3500001 0 2091.07 10000 3952.49 2052.21 0 51 18
10000 0.9813 4000001 0 2135.26 10000 2974.55 2113.29 0 51 21
10000 0.9823 4500001 0 2075.12 10000 1962.46 2116.84 0 51 24
10000 0.9802 4999999 0 2077.72 10000 4283.47 2097.79 0.980725 51 27
