k = 2
# m = 10000, Approx. E[load]=(k/(1+k))=0.666667, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0135 1 0.9865 1.00741 1.0004 1.0004 1.00735 0 2 0
10000 0.6757 500001 0.1292 4.63712 23.6469 4.2048 4.62523 0 2 0
10000 0.6738 1000001 0.1274 4.52286 22.0934 3.8706 4.6569 0 2 0
10000 0.6719 1500001 0.1285 4.5675 22.2227 4.1824 4.68265 0 2 0
10000 0.6782 2000001 0.1326 4.77632 23.6677 4.5042 4.71302 0 2 0
10000 0.668 2500001 0.133 4.46302 26.2681 3.899 4.63517 0 2 0
10000 0.671 3000001 0.1367 4.82668 26.404 4.2753 4.62146 0 2 0
10000 0.6595 3500001 0.1425 4.97908 22.7957 3.9169 4.65894 0 2 0
10000 0.6729 4000001 0.1263 4.47466 22.1935 3.6761 4.67776 0 2 0
10000 0.6703 4500001 0.1318 4.93555 24.4991 4.2914 4.68851 0 2 0
10000 0.6662 4999999 0.1291 4.55089 22.766 3.7367 4.65847 0.666626 2 0
