k = 35
# m = 10000, Approx. E[load]=(k/(1+k))=0.972222, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02703 1.0054 1.0054 1.02698 0 35 0
10000 0.9678 500001 0 536.078 10000 588.02 385.805 0 35 0
10000 0.9725 1000001 0 752.983 10000 766.576 663.712 0 35 1
10000 0.969 1500001 0 684.667 10000 442.446 723.831 0 35 2
10000 0.9722 2000001 0 693.003 10000 566.832 719.81 0 35 3
10000 0.9696 2500001 0 600.166 10000 712.656 680.535 0 35 4
10000 0.9745 3000001 0 762.999 10000 620.255 704.179 0 35 5
10000 0.9711 3500001 0 805.41 10000 345.999 729.285 0 35 6
10000 0.9734 4000001 0 702.35 10000 591.418 754.162 0 35 7
10000 0.975 4500001 0 744.25 10000 797.423 714.104 0 35 8
10000 0.9708 4999999 0 737.246 10000 540.703 706.087 0.97219 35 9
