k = 7
# m = 10000, Approx. E[load]=(k/(1+k))=0.875, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03716 1.0057 1.0057 1.0371 0 7 0
10000 0.872 500001 0.0021 24.8361 1665.86 21.4304 25.3508 0 7 0
10000 0.8755 1000001 0.001 28.7316 2308.51 26.7047 27.0232 0 7 0
10000 0.8757 1500001 0.0003 26.1559 2668.38 26.2199 26.6932 0 7 0
10000 0.8783 2000001 0.0029 27.7666 2310.15 26.5687 26.76 0 7 0
10000 0.8782 2500001 0.0017 30.1747 1427.32 25.7947 26.1898 0 7 0
10000 0.8802 3000001 0.0015 27.4324 4327.07 24.5666 25.9291 0 7 0
10000 0.8729 3500001 0.0011 26.8321 1449.8 24.3888 26.149 0 7 0
10000 0.8729 4000001 0.0019 27.0427 2895.66 24.9035 26.8882 0 7 0
10000 0.8786 4500001 0.0007 27.8766 2886.45 30.7539 26.1182 0 7 0
10000 0.8748 4999999 0.0017 27.8469 1140.73 26.6452 26.1157 0.874957 7 0
