k = 18
# m = 10000, Approx. E[load]=(k/(1+k))=0.947368, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02534 1.0072 1.0072 1.0253 0 18 0
10000 0.9438 500001 0 129.803 10000 116.826 118.824 0 18 0
10000 0.9493 1000001 0 135.343 10000 202.266 133.538 0 18 0
10000 0.9455 1500001 0 131.689 10000 89.3255 123.48 0 18 0
10000 0.9485 2000001 0 110.718 10000 130.799 135.094 0 18 1
10000 0.9468 2500001 0 137.843 10000 95.8182 124.8 0 18 1
10000 0.9495 3000001 0 136.74 10000 138.813 128.371 0 18 1
10000 0.9461 3500001 0 127.481 10000 106.086 129.038 0 18 1
10000 0.9505 4000001 0 164.87 10000 182.353 139.735 0 18 2
10000 0.9503 4500001 0 144.701 10000 144.883 136.918 0 18 2
10000 0.9488 4999999 0 138.971 10000 196.504 136.865 0.947329 18 2
