k = 99
# m = 10000, Approx. E[load]=(k/(1+k))=0.99, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03041 1.0042 1.0042 1.03035 0 99 0
10000 0.9881 500001 0 2342.93 10000 3391.27 1559.2 0 99 2
10000 0.9905 1000001 0 3694.03 10000 4499.7 3109.63 0 99 6
10000 0.9882 1500001 0 4194.66 10000 4859.52 4018.65 0 99 11
10000 0.9905 2000001 0 4451.13 10000 3765.87 4326.63 0 99 17
10000 0.9885 2500001 0 4449.94 10000 1328.57 4422.2 0 99 23
10000 0.9903 3000001 0 4463.97 10000 4890.12 4450.55 0 99 29
10000 0.9916 3500001 0 4450.54 10000 4876.35 4460.74 0 99 35
10000 0.9902 4000001 0 4468.64 10000 2499.1 4477.53 0 99 42
10000 0.99 4500001 0 4435.2 10000 4890.12 4462.3 0 99 48
10000 0.9904 4999999 0 4455.21 10000 4895.07 4449.57 0.989955 99 53
