k = 33
# m = 10000, Approx. E[load]=(k/(1+k))=0.970588, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03041 1.0055 1.0055 1.03035 0 33 0
10000 0.9665 500001 0 539.72 10000 527.835 346.202 0 33 0
10000 0.971 1000001 0 568.462 10000 699.53 553.455 0 33 1
10000 0.9676 1500001 0 609.374 10000 447.524 619.717 0 33 2
10000 0.9707 2000001 0 537.397 10000 727.665 594.102 0 33 3
10000 0.9676 2500001 0 539.786 10000 160.869 586.085 0 33 3
10000 0.9725 3000001 0 402.847 10000 404.067 446.316 0 33 4
10000 0.9694 3500001 0 608.721 10000 769.859 532.777 0 33 5
10000 0.9712 4000001 0 539.8 10000 237.001 597.441 0 33 6
10000 0.9729 4500001 0 599.882 10000 593.287 576.867 0 33 6
10000 0.9687 4999999 0 577.484 10000 233.885 576.564 0.970556 33 7
