k = 89
# m = 10000, Approx. E[load]=(k/(1+k))=0.988889, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0045 1.0045 1.03204 0 89 0
10000 0.9868 500001 0 2440.23 10000 2409.6 1460 0 89 2
10000 0.9893 1000001 0 3711.37 10000 3744.95 3208.28 0 89 7
10000 0.9869 1500001 0 4065.31 10000 4842.77 3928.62 0 89 12
10000 0.9895 2000001 0 4224.29 10000 3389.74 4148.56 0 89 18
10000 0.9876 2500001 0 4260.19 10000 3157.11 4216.24 0 89 23
10000 0.9895 3000001 0 4277.8 10000 4847.73 4277.29 0 89 29
10000 0.9907 3500001 0 4293.66 10000 4892.1 4271.8 0 89 34
10000 0.9893 4000001 0 4267.37 10000 4879.25 4263.31 0 89 40
10000 0.9889 4500001 0 4250.14 10000 2380.38 4260.85 0 89 45
10000 0.9892 4999999 0 4216.66 10000 4763.97 4251.71 0.988842 89 51
