k = 19
# m = 10000, Approx. E[load]=(k/(1+k))=0.95, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02872 1.0071 1.0071 1.02867 0 19 0
10000 0.9468 500001 0 121.25 10000 131.685 126.239 0 19 0
10000 0.9516 1000001 0 143.215 10000 169.912 147.375 0 19 0
10000 0.9483 1500001 0 152.88 10000 104.081 143.658 0 19 0
10000 0.9505 2000001 0 169.178 10000 154.105 166.998 0 19 1
10000 0.9502 2500001 0 139.203 10000 130.355 136.142 0 19 1
10000 0.9525 3000001 0 143.193 10000 173.595 145.501 0 19 1
10000 0.9487 3500001 0 140.894 10000 140.748 139.389 0 19 2
10000 0.9525 4000001 0 160.882 10000 279.165 141.272 0 19 2
10000 0.9526 4500001 0 127.83 10000 89.9219 138.291 0 19 2
10000 0.9522 4999999 0 145.932 10000 139.617 140.779 0.949965 19 2
