k = 41
# m = 10000, Approx. E[load]=(k/(1+k))=0.97619, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02534 1.005 1.005 1.0253 0 41 0
10000 0.9719 500001 0 872.276 10000 537.534 630.325 0 41 1
10000 0.9758 1000001 0 906.796 10000 955.713 901.879 0 41 2
10000 0.9727 1500001 0 890.376 10000 946.556 947.839 0 41 3
10000 0.976 2000001 0 947.309 10000 1148 926.168 0 41 4
10000 0.9746 2500001 0 926.411 10000 906.92 928.454 0 41 5
10000 0.9788 3000001 0 952.928 10000 947.685 890.458 0 41 7
10000 0.9765 3500001 0 903.785 10000 1478.01 954.54 0 41 8
10000 0.9775 4000001 0 1098.34 10000 811.695 1065.52 0 41 9
10000 0.978 4500001 0 980.642 10000 681.189 1083.86 0 41 10
10000 0.9751 4999999 0 901.613 10000 523.992 910.218 0.976149 41 12
