k = 81
# m = 10000, Approx. E[load]=(k/(1+k))=0.987805, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9407 1.03378 1.005 1.0049 1.03373 0 81 0
10000 0.9853 500001 0 2149.14 10000 2798.41 1304.28 0 81 2
10000 0.9882 1000001 0 3400.96 10000 4799.59 2911.79 0 81 5
10000 0.9846 1500001 0 3853.18 10000 4816.24 3658.8 0 81 10
10000 0.9884 2000001 0 3920.51 10000 4853.6 3899.22 0 81 16
10000 0.9859 2500001 0 3919.41 10000 2150.32 3953.64 0 81 21
10000 0.9884 3000001 0 3964.82 10000 4764.72 3963.45 0 81 26
10000 0.9898 3500001 0 3970.06 10000 2924.46 3967.06 0 81 32
10000 0.9887 4000001 0 4015.58 10000 3870.72 4006.31 0 81 37
10000 0.9884 4500001 0 3988.48 10000 2601.76 4015.94 0 81 43
10000 0.9878 4999999 0 4022.11 10000 4846.71 3989.4 0.987759 81 48
