k = 91
# m = 10000, Approx. E[load]=(k/(1+k))=0.98913, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0044 1.0044 1.03204 0 91 0
10000 0.9873 500001 0 2386.02 10000 4415.75 1466.77 0 91 2
10000 0.9894 1000001 0 3725.18 10000 1910.74 3175.14 0 91 6
10000 0.9872 1500001 0 4075.71 10000 3698.41 3951.3 0 91 11
10000 0.9896 2000001 0 4337.38 10000 2453.48 4192.95 0 91 17
10000 0.9878 2500001 0 4286.23 10000 3959.21 4274.15 0 91 22
10000 0.9896 3000001 0 4367.03 10000 4780.4 4316.73 0 91 28
10000 0.9909 3500001 0 4316.57 10000 1193.72 4310.76 0 91 33
10000 0.9894 4000001 0 4339.94 10000 2978.32 4315.62 0 91 39
10000 0.989 4500001 0 4261.46 10000 3457.71 4331.37 0 91 44
10000 0.9893 4999999 0 4344.85 10000 4879.25 4309.2 0.989084 91 49
