k = 8
# m = 10000, Approx. E[load]=(k/(1+k))=0.888889, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02196 1.0049 1.0049 1.02192 0 8 0
10000 0.8857 500001 0.0021 31.2761 2722.59 24.9706 31.5732 0 8 0
10000 0.8902 1000001 0 33.0604 10000 29.5926 33.0918 0 8 0
10000 0.8909 1500001 0.0003 31.6651 2907.65 26.7879 32.7664 0 8 0
10000 0.8921 2000001 0.0017 33.4328 2123.56 28.2972 33.1156 0 8 0
10000 0.8916 2500001 0 34.7453 10000 34.5387 32.3897 0 8 0
10000 0.8916 3000001 0.0002 32.5726 4998.5 31.9576 32.6155 0 8 0
10000 0.8873 3500001 0.0006 32.4952 1760.95 30.7945 32.5557 0 8 0
10000 0.8881 4000001 0.0005 31.8032 4980.53 30.0238 32.3376 0 8 0
10000 0.8929 4500001 0 31.7783 10000 37.3425 32.6151 0 8 1
10000 0.8885 4999999 0.0008 32.6474 1878.58 25.3795 32.2987 0.888841 8 1
