k = 6
# m = 10000, Approx. E[load]=(k/(1+k))=0.857143, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0135 1 0.9865 1 1.0002 1.0002 1 0 6 0
10000 0.8552 500001 0.0038 20.6957 659.673 16.5312 20.4755 0 6 0
10000 0.8584 1000001 0.0021 19.9236 964.368 19.2483 20.7077 0 6 0
10000 0.8585 1500001 0.003 20.6876 992.205 19.9134 20.8348 0 6 0
10000 0.8631 2000001 0.0041 22.0292 1605.62 17.15 20.8217 0 6 0
10000 0.8602 2500001 0.003 21.3139 1434.12 18.5794 20.5083 0 6 0
10000 0.8626 3000001 0.0027 21.2981 1410.89 18.0395 20.4708 0 6 0
10000 0.8533 3500001 0.0023 19.9045 1279.98 19.4512 20.4387 0 6 0
10000 0.8569 4000001 0.0043 21.7307 848.555 19.874 20.7991 0 6 0
10000 0.8604 4500001 0.0047 21.1025 967.034 20.5231 20.7551 0 6 0
10000 0.857 4999999 0.005 19.33 626.993 17.1279 20.8581 0.857088 6 0
