k = 110
# m = 10000, Approx. E[load]=(k/(1+k))=0.990991, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03547 1.0046 1.0046 1.03541 0 110 0
10000 0.989 500001 0 2368.42 10000 3718.05 1603.06 0 110 2
10000 0.9916 1000001 0 3782.84 10000 3227.64 3166.89 0 110 6
10000 0.9893 1500001 0 4357.38 10000 4799.94 4127.67 0 110 11
10000 0.9915 2000001 0 4555.51 10000 4906.95 4485.83 0 110 17
10000 0.9895 2500001 0 4578.04 10000 4793.07 4595.22 0 110 23
10000 0.9913 3000001 0 4634.2 10000 4909.92 4627.85 0 110 29
10000 0.9923 3500001 0 4622.89 10000 3046.77 4641.94 0 110 35
10000 0.9911 4000001 0 4637.46 10000 4905.96 4647.37 0 110 40
10000 0.9906 4500001 0 4685.88 10000 4900.02 4624.4 0 110 46
10000 0.9915 4999999 0 4644.06 10000 4912.89 4658.33 0.990943 110 52
