k = 96
# m = 10000, Approx. E[load]=(k/(1+k))=0.989691, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9407 1.03209 1.0041 1.004 1.03204 0 96 0
10000 0.9878 500001 0 2269.54 10000 2488.03 1553.69 0 96 2
10000 0.99 1000001 0 3650.09 10000 4144.72 3070.24 0 96 6
10000 0.9877 1500001 0 4157.46 10000 4850.65 3953.69 0 96 12
10000 0.9903 2000001 0 4391.15 10000 4890.12 4271.06 0 96 18
10000 0.9883 2500001 0 4433.67 10000 2451.02 4358.92 0 96 25
10000 0.9901 3000001 0 4432.66 10000 4897.05 4413.08 0 96 31
10000 0.9915 3500001 0 4439.8 10000 3220.35 4424.29 0 96 36
10000 0.9898 4000001 0 4433.29 10000 2769.72 4425.36 0 96 42
10000 0.9898 4500001 0 4428 10000 2657.07 4441.13 0 96 49
10000 0.99 4999999 0 4474.71 10000 4845.77 4450.55 0.989645 96 54
