k = 138
# m = 10000, Approx. E[load]=(k/(1+k))=0.992806, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0044 1.0044 1.03204 0 138 0
10000 0.9914 500001 0 2809.26 10000 1303.2 1948.09 0 138 2
10000 0.9932 1000001 0 3376.37 10000 3624.33 2933.89 0 138 6
10000 0.9922 1500001 0 4296.74 10000 4902 3938.38 0 138 11
10000 0.9935 2000001 0 4614.03 10000 4931.74 4499.33 0 138 16
10000 0.991 2500001 0 4813.21 10000 4907.94 4745.33 0 138 22
10000 0.9929 3000001 0 4795.07 10000 4903.01 4801.84 0 138 28
10000 0.9938 3500001 0 4859.64 10000 4938.7 4813.41 0 138 33
10000 0.9923 4000001 0 4841.13 10000 4923.8 4822.53 0 138 39
10000 0.9925 4500001 0 4843.04 10000 4920.82 4837.72 0 138 45
10000 0.9926 4999999 0 4814.02 10000 4924.79 4830.92 0.992762 138 51
