k = 92
# m = 10000, Approx. E[load]=(k/(1+k))=0.989247, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0044 1.0044 1.03204 0 92 0
10000 0.9873 500001 0 2326.23 10000 4057.74 1478.49 0 92 2
10000 0.9895 1000001 0 3660.38 10000 1819.01 3111.22 0 92 5
10000 0.9874 1500001 0 4070.09 10000 4685.94 3914.05 0 92 10
10000 0.9899 2000001 0 4326.1 10000 4879.25 4217.36 0 92 16
10000 0.9878 2500001 0 4285.25 10000 3962.82 4270.78 0 92 21
10000 0.9897 3000001 0 4361.69 10000 4725.75 4329.07 0 92 27
10000 0.9909 3500001 0 4340.16 10000 2176.62 4328.32 0 92 32
10000 0.9895 4000001 0 4372.19 10000 2869.29 4335.49 0 92 38
10000 0.9891 4500001 0 4312.98 10000 3788.59 4364.29 0 92 43
10000 0.9893 4999999 0 4401.94 10000 4677.09 4340.2 0.989202 92 49
