k = 25
# m = 10000, Approx. E[load]=(k/(1+k))=0.961538, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02872 1.0064 1.0064 1.02867 0 25 0
10000 0.9583 500001 0 242.314 10000 217.648 208.488 0 25 0
10000 0.9621 1000001 0 282.656 10000 293.52 272.514 0 25 0
10000 0.9588 1500001 0 292.952 10000 205.132 275.489 0 25 1
10000 0.961 2000001 0 266.216 10000 277.231 321.082 0 25 1
10000 0.9604 2500001 0 188.222 10000 130.598 250.212 0 25 2
10000 0.9647 3000001 0 249.624 10000 267.974 215.176 0 25 2
10000 0.9596 3500001 0 260.043 10000 184.837 240.939 0 25 2
10000 0.9627 4000001 0 263.127 10000 209.194 246.272 0 25 3
10000 0.9648 4500001 0 299.229 10000 365.171 289.558 0 25 3
10000 0.9615 4999999 0 172.211 10000 186.176 278.588 0.961511 25 4
