k = 14
# m = 10000, Approx. E[load]=(k/(1+k))=0.933333, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02872 1.0067 1.0067 1.02867 0 14 0
10000 0.9286 500001 0 72.637 10000 75.2859 78.9248 0 14 0
10000 0.9337 1000001 0 84.56 10000 89.6149 83.0468 0 14 0
10000 0.9324 1500001 0 76.0749 10000 74.2134 82.1533 0 14 0
10000 0.9356 2000001 0 79.9486 10000 74.3412 82.7576 0 14 0
10000 0.9352 2500001 0 85.7602 10000 101.508 78.965 0 14 1
10000 0.9356 3000001 0 82.2386 10000 72.1737 82.3458 0 14 1
10000 0.9319 3500001 0 100.35 10000 121.015 84.0309 0 14 1
10000 0.9328 4000001 0 90.4771 10000 69.6192 82.7888 0 14 1
10000 0.9368 4500001 0 74.3744 10000 83.5435 81.5022 0 14 1
10000 0.9334 4999999 0 86.0419 10000 61.1618 82.7086 0.933301 14 2
