k = 77
# m = 10000, Approx. E[load]=(k/(1+k))=0.987179, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0051 1.0051 1.03204 0 77 0
10000 0.984 500001 0 1865.58 10000 1744.37 1124.65 0 77 1
10000 0.9875 1000001 0 3044.81 10000 3289.26 2526.96 0 77 4
10000 0.9835 1500001 0 3478.31 10000 4737.16 3290.28 0 77 9
10000 0.9864 2000001 0 3662.8 10000 3972.67 3576.36 0 77 13
10000 0.9856 2500001 0 3792.61 10000 3469.91 3753.22 0 77 18
10000 0.988 3000001 0 3755.09 10000 4647.7 3779.91 0 77 23
10000 0.9893 3500001 0 3791.97 10000 2266.01 3832.72 0 77 28
10000 0.9884 4000001 0 3850.9 10000 4851.63 3837.78 0 77 32
10000 0.9876 4500001 0 3802.46 10000 2023 3827.13 0 77 38
10000 0.9871 4999999 0 3876.81 10000 3191.08 3842.29 0.987131 77 43
