k = 56
# m = 10000, Approx. E[load]=(k/(1+k))=0.982456, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03378 1.0052 1.0052 1.03373 0 56 0
10000 0.9792 500001 0 1838.62 10000 2013.83 1245.42 0 56 2
10000 0.9825 1000001 0 2419.56 10000 2264.9 2150.43 0 56 5
10000 0.9795 1500001 0 2415.74 10000 4066.43 2467.4 0 56 8
10000 0.9821 2000001 0 2491.89 10000 4630.74 2451.44 0 56 12
10000 0.9802 2500001 0 2573.7 10000 1161.63 2532.73 0 56 16
10000 0.9844 3000001 0 2598.44 10000 2162.49 2580.65 0 56 20
10000 0.9836 3500001 0 2610.07 10000 2016.55 2627.31 0 56 23
10000 0.9833 4000001 0 2459.97 10000 2011.95 2540.92 0 56 27
10000 0.9838 4500001 0 2444.41 10000 1695.7 2446.09 0 56 31
10000 0.9826 4999999 0 2468.98 10000 2613.86 2469.76 0.982416 56 34
