k = 27
# m = 10000, Approx. E[load]=(k/(1+k))=0.964286, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02872 1.0061 1.0061 1.02867 0 27 0
10000 0.961 500001 0 289.202 10000 300.969 224.529 0 27 0
10000 0.965 1000001 0 304.642 10000 389.668 329.679 0 27 1
10000 0.9609 1500001 0 295.549 10000 152.577 313.75 0 27 1
10000 0.9647 2000001 0 366.886 10000 511.767 320.228 0 27 1
10000 0.9623 2500001 0 314.622 10000 300.777 277.855 0 27 2
10000 0.967 3000001 0 289.809 10000 283.657 263.145 0 27 2
10000 0.9625 3500001 0 255.919 10000 332.868 260.884 0 27 3
10000 0.9653 4000001 0 312.823 10000 269.288 310.173 0 27 3
10000 0.9676 4500001 0 351.317 10000 165.983 343.439 0 27 4
10000 0.9637 4999999 0 307.768 10000 157.517 325.524 0.964258 27 4
