k = 93
# m = 10000, Approx. E[load]=(k/(1+k))=0.989362, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0041 1.0041 1.03204 0 93 0
10000 0.9875 500001 0 2318.14 10000 2328.53 1505.16 0 93 2
10000 0.9895 1000001 0 3657.67 10000 2722.43 3107.82 0 93 6
10000 0.9876 1500001 0 4088.4 10000 4857.54 3926.09 0 93 12
10000 0.9901 2000001 0 4351.19 10000 4887.16 4240.64 0 93 17
10000 0.9879 2500001 0 4304.91 10000 3677.19 4283.64 0 93 23
10000 0.9897 3000001 0 4341.85 10000 4882.21 4327.53 0 93 28
10000 0.9909 3500001 0 4371.63 10000 1884.16 4345.67 0 93 33
10000 0.9895 4000001 0 4345.87 10000 4559.43 4360.67 0 93 39
10000 0.9897 4500001 0 4335.74 10000 4891.11 4357.83 0 93 44
10000 0.9895 4999999 0 4366.44 10000 4894.08 4346.68 0.989317 93 49
