k = 142
# m = 10000, Approx. E[load]=(k/(1+k))=0.993007, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0044 1.0044 1.03204 0 142 0
10000 0.9919 500001 0 3062.77 10000 3943.53 2084.79 0 142 2
10000 0.9933 1000001 0 3402.64 10000 1588.82 3126.84 0 142 6
10000 0.9923 1500001 0 3924.23 10000 4909.92 3530.05 0 142 11
10000 0.9936 2000001 0 4401 10000 2163.4 4196.77 0 142 16
10000 0.9915 2500001 0 4787.43 10000 4912.89 4624.98 0 142 22
10000 0.9931 3000001 0 4792.11 10000 4769.59 4792.43 0 142 28
10000 0.9939 3500001 0 4877.59 10000 4938.7 4827.5 0 142 34
10000 0.9924 4000001 0 4863.48 10000 4919.83 4842.83 0 142 40
10000 0.9926 4500001 0 4873.79 10000 4924.79 4851.88 0 142 46
10000 0.9932 4999999 0 4840.73 10000 4931.74 4857.3 0.992964 142 53
