k = 76
# m = 10000, Approx. E[load]=(k/(1+k))=0.987013, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0051 1.0051 1.03204 0 76 0
10000 0.9839 500001 0 2116.43 10000 1490.46 1234.83 0 76 1
10000 0.9872 1000001 0 3265.47 10000 3627.93 2783.86 0 76 5
10000 0.9834 1500001 0 3537.93 10000 4410.54 3440.21 0 76 9
10000 0.9864 2000001 0 3661.86 10000 1581.08 3621.4 0 76 14
10000 0.9855 2500001 0 3763.55 10000 1529.16 3716.75 0 76 19
10000 0.9878 3000001 0 3725.03 10000 2502.05 3732.32 0 76 23
10000 0.9892 3500001 0 3759.65 10000 4783.04 3748.2 0 76 28
10000 0.9883 4000001 0 3790.36 10000 4831.98 3805.65 0 76 33
10000 0.9874 4500001 0 3789.24 10000 2722.58 3780.11 0 76 38
10000 0.987 4999999 0 3901.21 10000 4086.31 3850.93 0.986965 76 43
