k = 68
# m = 10000, Approx. E[load]=(k/(1+k))=0.985507, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03378 1.0051 1.0051 1.03373 0 68 0
10000 0.9825 500001 0 2418.54 10000 1773.76 1465.85 0 68 2
10000 0.9861 1000001 0 3081.49 10000 1601.81 2804.6 0 68 5
10000 0.982 1500001 0 3328 10000 2408.57 3249.77 0 68 9
10000 0.9851 2000001 0 3382.15 10000 1178.59 3411.68 0 68 13
10000 0.9837 2500001 0 3307.1 10000 3205.5 3377.77 0 68 18
10000 0.9869 3000001 0 3402.43 10000 4512.29 3371.13 0 68 22
10000 0.9882 3500001 0 3391.3 10000 3624.17 3379.84 0 68 26
10000 0.9866 4000001 0 3405.24 10000 2336.67 3384.47 0 68 30
10000 0.9863 4500001 0 3375.57 10000 3237.15 3365.84 0 68 35
10000 0.9858 4999999 0 3371.02 10000 2495.18 3382.35 0.985466 68 39
