k = 98
# m = 10000, Approx. E[load]=(k/(1+k))=0.989899, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03041 1.0041 1.0041 1.03035 0 98 0
10000 0.988 500001 0 2236.03 10000 4168.88 1569.14 0 98 2
10000 0.9901 1000001 0 3626.17 10000 4788.01 3026.86 0 98 7
10000 0.9882 1500001 0 4190.81 10000 4867.4 3967.84 0 98 12
10000 0.9904 2000001 0 4433.75 10000 4876.3 4309.52 0 98 18
10000 0.9885 2500001 0 4470.06 10000 2655.17 4404.16 0 98 23
10000 0.9903 3000001 0 4470.74 10000 4897.05 4442.11 0 98 29
10000 0.9916 3500001 0 4460.08 10000 4815.73 4445.82 0 98 35
10000 0.99 4000001 0 4493.27 10000 2396.96 4446.11 0 98 41
10000 0.9899 4500001 0 4480.49 10000 1982.78 4480.02 0 98 48
10000 0.9903 4999999 0 4514.67 10000 4848.77 4461.38 0.989851 98 53
