k = 5
# m = 10000, Approx. E[load]=(k/(1+k))=0.833333, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0135 1 0.9865 1.02222 1.0003 1.0003 1.02206 0 5 0
10000 0.8334 500001 0.0099 16.2358 373.733 14.8835 15.3186 0 5 0
10000 0.8352 1000001 0.0058 14.2016 543.977 13.9377 15.7043 0 5 0
10000 0.8361 1500001 0.0098 15.8226 546.583 14.1995 15.5653 0 5 0
10000 0.8409 2000001 0.0089 15.7625 572.561 13.8778 15.5872 0 5 0
10000 0.8355 2500001 0.0101 16.0074 390.798 13.2027 15.5255 0 5 0
10000 0.8401 3000001 0.0049 17.3103 457.551 15.0333 15.6624 0 5 0
10000 0.8292 3500001 0.0084 15.9542 474.546 13.8769 15.4219 0 5 0
10000 0.833 4000001 0.0084 15.7227 715.131 15.3852 15.6851 0 5 0
10000 0.8363 4500001 0.0089 16.5107 427.639 16.5555 15.7234 0 5 0
10000 0.834 4999999 0.0055 15.2211 394.351 15.423 15.7613 0.833278 5 0
