k = 36
# m = 10000, Approx. E[load]=(k/(1+k))=0.972973, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02534 1.0054 1.0054 1.0253 0 36 0
10000 0.9684 500001 0 620.998 10000 305.296 429.174 0 36 0
10000 0.9731 1000001 0 666.542 10000 637.735 670.047 0 36 1
10000 0.9695 1500001 0 850.806 10000 914.126 778.582 0 36 2
10000 0.973 2000001 0 832.021 10000 553.699 829.898 0 36 3
10000 0.9701 2500001 0 689.94 10000 1077.06 768.491 0 36 4
10000 0.9755 3000001 0 730.069 10000 1019.08 741.274 0 36 5
10000 0.972 3500001 0 781.228 10000 1115.83 744.894 0 36 6
10000 0.9737 4000001 0 739.407 10000 469.471 777.903 0 36 7
10000 0.9757 4500001 0 782.647 10000 1410.38 800.592 0 36 8
10000 0.9713 4999999 0 719.078 10000 600.869 776.785 0.972941 36 9
