k = 13
# m = 10000, Approx. E[load]=(k/(1+k))=0.928571, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03041 1.0063 1.0063 1.03035 0 13 0
10000 0.9248 500001 0 70.3971 10000 89.7789 68.4782 0 13 0
10000 0.9296 1000001 0 76.8724 10000 109.147 72.5372 0 13 0
10000 0.9278 1500001 0 72.7682 10000 67.0368 73.3611 0 13 0
10000 0.931 2000001 0 73.8742 10000 75.3633 73.8586 0 13 0
10000 0.9299 2500001 0 72.6026 10000 66.1911 71.727 0 13 1
10000 0.9307 3000001 0 75.5156 10000 81.2727 73.167 0 13 1
10000 0.9263 3500001 0 80.0027 10000 119.182 73.9166 0 13 1
10000 0.9282 4000001 0 75.9201 10000 63.4742 73.1652 0 13 1
10000 0.9318 4500001 0 68.4347 10000 64.1606 68.3138 0 13 1
10000 0.9298 4999999 0 79.8004 10000 59.5637 73.6019 0.928548 13 1
