k = 9
# m = 10000, Approx. E[load]=(k/(1+k))=0.9, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02534 1.0062 1.0062 1.0253 0 9 0
10000 0.895 500001 0.0014 37.6508 4954.62 36.0116 38.2291 0 9 0
10000 0.9027 1000001 0 40.518 10000 50.2549 39.3758 0 9 0
10000 0.9019 1500001 0 37.362 10000 33.3412 39.5673 0 9 0
10000 0.9039 2000001 0.0013 40.6354 3903.76 49.6974 40.3567 0 9 0
10000 0.9015 2500001 0.0004 42.1678 4991.51 41.1257 38.816 0 9 0
10000 0.9028 3000001 0 39.0454 10000 35.1961 38.7292 0 9 0
10000 0.8971 3500001 0.0003 37.5143 4995.5 30.4152 39.8081 0 9 1
10000 0.8985 4000001 0 35.0497 10000 29.8793 39.4464 0 9 1
10000 0.9046 4500001 0.0002 38.5636 4996.5 39.522 39.661 0 9 1
10000 0.9002 4999999 0 42.6339 10000 32.3376 39.9607 0.899955 9 1
