k = 62
# m = 10000, Approx. E[load]=(k/(1+k))=0.984127, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9407 1.03378 1.0052 1.0051 1.03373 0 62 0
10000 0.9809 500001 0 2280.17 10000 1226.91 1474.14 0 62 2
10000 0.9846 1000001 0 2738.98 10000 1908.65 2578.6 0 62 5
10000 0.981 1500001 0 2882.9 10000 4200.89 2869.03 0 62 9
10000 0.9835 2000001 0 3015.28 10000 1753.33 2926.86 0 62 12
10000 0.9818 2500001 0 2947.03 10000 1205.4 2959.98 0 62 16
10000 0.9857 3000001 0 3000.41 10000 2628 2943.96 0 62 20
10000 0.9862 3500001 0 3034.23 10000 4736.21 2978.85 0 62 23
10000 0.9851 4000001 0 2973.62 10000 4586.14 3000.02 0 62 27
10000 0.9856 4500001 0 2968.6 10000 4352.71 2990.32 0 62 31
10000 0.984 4999999 0 3053.45 10000 1497.46 3051.12 0.984085 62 35
