k = 95
# m = 10000, Approx. E[load]=(k/(1+k))=0.989583, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9407 1.03209 1.0041 1.004 1.03204 0 95 0
10000 0.9878 500001 0 2263.22 10000 2571.11 1537.94 0 95 2
10000 0.9896 1000001 0 3728.44 10000 2979.46 3142.53 0 95 6
10000 0.9877 1500001 0 4120.32 10000 3588.85 3954.92 0 95 12
10000 0.9903 2000001 0 4363.93 10000 4813.41 4200.73 0 95 17
10000 0.9881 2500001 0 4436.63 10000 2486.07 4347.32 0 95 23
10000 0.9898 3000001 0 4444.15 10000 2809.65 4411.13 0 95 28
10000 0.9913 3500001 0 4409.77 10000 2577.66 4398.2 0 95 34
10000 0.9897 4000001 0 4397.63 10000 3012.47 4403.66 0 95 39
10000 0.9898 4500001 0 4354.32 10000 4887.16 4406.42 0 95 45
10000 0.99 4999999 0 4436.88 10000 4812.52 4391.11 0.989538 95 50
