k = 140
# m = 10000, Approx. E[load]=(k/(1+k))=0.992908, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0044 1.0044 1.03204 0 140 0
10000 0.9916 500001 0 2902.99 10000 2014.3 1994.92 0 140 2
10000 0.9933 1000001 0 3190.15 10000 2911.42 2974.08 0 140 6
10000 0.9922 1500001 0 3937.16 10000 2499.15 3477.48 0 140 10
10000 0.9935 2000001 0 4476.07 10000 4930.75 4253.19 0 140 15
10000 0.9911 2500001 0 4757.24 10000 4910.91 4669.93 0 140 21
10000 0.9931 3000001 0 4815.2 10000 4930.75 4801.54 0 140 27
10000 0.9939 3500001 0 4831.69 10000 4938.7 4835.17 0 140 33
10000 0.9924 4000001 0 4851.04 10000 2222.16 4826.44 0 140 40
10000 0.9926 4500001 0 4876.93 10000 4899.06 4845.59 0 140 45
10000 0.9932 4999999 0 4828.53 10000 4929.76 4851.81 0.992863 140 51
