k = 120
# m = 10000, Approx. E[load]=(k/(1+k))=0.991736, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0042 1.0042 1.03204 0 120 0
10000 0.9903 500001 0 2786.61 10000 1711.01 1816.99 0 120 2
10000 0.9922 1000001 0 3559.87 10000 4906.95 3061.94 0 120 6
10000 0.9906 1500001 0 4317.98 10000 2463.12 4008.61 0 120 11
10000 0.9919 2000001 0 4555.5 10000 4918.84 4473.01 0 120 16
10000 0.9902 2500001 0 4681.26 10000 4898.04 4649.33 0 120 22
10000 0.9919 3000001 0 4716.2 10000 4834.27 4715.61 0 120 28
10000 0.993 3500001 0 4706.4 10000 3088.87 4732.61 0 120 34
10000 0.9915 4000001 0 4738.93 10000 4882.23 4717.82 0 120 40
10000 0.9917 4500001 0 4723.89 10000 4916.86 4716 0 120 46
10000 0.9919 4999999 0 4670.97 10000 4856.65 4711.7 0.991689 120 52
