k = 71
# m = 10000, Approx. E[load]=(k/(1+k))=0.986111, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9407 1.03378 1.0051 1.005 1.03373 0 71 0
10000 0.9829 500001 0 2323.65 10000 1068.33 1345.14 0 71 1
10000 0.9865 1000001 0 3178.71 10000 1221.93 2827.16 0 71 5
10000 0.9825 1500001 0 3454.2 10000 2043.6 3363.73 0 71 9
10000 0.9857 2000001 0 3496.77 10000 3060.72 3484.37 0 71 13
10000 0.9847 2500001 0 3536 10000 3457.4 3538.09 0 71 18
10000 0.9871 3000001 0 3538.69 10000 3444.5 3558.46 0 71 22
10000 0.9886 3500001 0 3579.88 10000 1771.53 3542.82 0 71 27
10000 0.9878 4000001 0 3563.36 10000 4776.29 3563.93 0 71 31
10000 0.9869 4500001 0 3598.57 10000 1094.24 3582.19 0 71 36
10000 0.9863 4999999 0 3557.51 10000 4767.47 3591.13 0.986066 71 40
