k = 122
# m = 10000, Approx. E[load]=(k/(1+k))=0.99187, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0043 1.0043 1.03204 0 122 0
10000 0.9904 500001 0 2681.85 10000 2519.76 1716.34 0 122 2
10000 0.9924 1000001 0 3210.65 10000 4110.85 3096.7 0 122 6
10000 0.9907 1500001 0 4092.48 10000 4902 3674.72 0 122 10
10000 0.9919 2000001 0 4504.31 10000 4912.89 4340.73 0 122 16
10000 0.9903 2500001 0 4667.54 10000 4835.07 4626.86 0 122 22
10000 0.9922 3000001 0 4708.45 10000 4597.88 4699.11 0 122 28
10000 0.993 3500001 0 4706.57 10000 4927.77 4735.24 0 122 36
10000 0.9915 4000001 0 4748.67 10000 2389.43 4754.38 0 122 42
10000 0.9918 4500001 0 4781.45 10000 4876.37 4763.48 0 122 49
10000 0.992 4999999 0 4707.3 10000 4904.98 4760.18 0.991823 122 55
