k = 84
# m = 10000, Approx. E[load]=(k/(1+k))=0.988235, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0048 1.0048 1.03204 0 84 0
10000 0.9859 500001 0 2182.64 10000 2642.08 1340.43 0 84 2
10000 0.9888 1000001 0 3444.8 10000 4007.11 2969.1 0 84 5
10000 0.9857 1500001 0 3957.57 10000 4812.32 3714.81 0 84 10
10000 0.9886 2000001 0 3959.52 10000 4165.93 3983.46 0 84 17
10000 0.987 2500001 0 4060.25 10000 3672.85 4049.15 0 84 22
10000 0.989 3000001 0 4066.4 10000 4866.42 4068.24 0 84 28
10000 0.9904 3500001 0 4053.9 10000 4885.18 4076.83 0 84 33
10000 0.9889 4000001 0 4064.42 10000 3252.43 4097.86 0 84 38
10000 0.9886 4500001 0 4108.07 10000 4854.6 4074.77 0 84 44
10000 0.9881 4999999 0 4040.06 10000 4575.7 4095.07 0.988189 84 49
