k = 150
# m = 10000, Approx. E[load]=(k/(1+k))=0.993377, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03378 1.0049 1.0049 1.03373 0 150 0
10000 0.9927 500001 0 3111.86 10000 3935.43 2080.95 0 150 2
10000 0.9938 1000001 0 3217.67 10000 1691.98 3149.72 0 150 6
10000 0.9926 1500001 0 4276.64 10000 4920.82 3772.21 0 150 11
10000 0.9943 2000001 0 4622.93 10000 2548.77 4459.4 0 150 16
10000 0.9918 2500001 0 4889.32 10000 4917.85 4765.4 0 150 22
10000 0.9936 3000001 0 4856.74 10000 4935.71 4855.93 0 150 28
10000 0.9943 3500001 0 4907.52 10000 4526.4 4872.76 0 150 34
10000 0.9933 4000001 0 4871.72 10000 4897.11 4862.69 0 150 39
10000 0.9929 4500001 0 4880.65 10000 4906.97 4883.23 0 150 45
10000 0.9934 4999999 0 4917.44 10000 4933.73 4885.43 0.993333 150 51
