k = 3
# m = 10000, Approx. E[load]=(k/(1+k))=0.75, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0135 1 0.9865 1 1 1 1 0 3 0
10000 0.7587 500001 0.0482 7.46105 72.6575 7.0558 7.57259 0 3 0
10000 0.7531 1000001 0.0483 6.93507 75.4693 6.3202 7.66974 0 3 0
10000 0.7524 1500001 0.0471 7.61377 80.9293 7.0706 7.61253 0 3 0
10000 0.7602 2000001 0.0479 7.97593 85.5562 7.0409 7.68896 0 3 0
10000 0.7518 2500001 0.0514 7.74687 89.5176 6.9102 7.6678 0 3 0
10000 0.7585 3000001 0.0517 7.91536 85.6829 7.1066 7.50604 0 3 0
10000 0.7431 3500001 0.0539 8.08855 74.9694 6.6504 7.53316 0 3 0
10000 0.7533 4000001 0.0481 7.52794 70.731 7.0232 7.66663 0 3 0
10000 0.7552 4500001 0.0476 8.0527 104.733 7.8081 7.63226 0 3 0
10000 0.7488 4999999 0.0422 7.67321 84.7646 6.3068 7.64234 0.749942 3 0
