k = 124
# m = 10000, Approx. E[load]=(k/(1+k))=0.992, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0043 1.0043 1.03204 0 124 0
10000 0.9905 500001 0 3001.93 10000 2614.77 1879.5 0 124 2
10000 0.9926 1000001 0 3445.89 10000 4914.87 3342.58 0 124 7
10000 0.9908 1500001 0 3868.09 10000 4863.53 3435.33 0 124 12
10000 0.9921 2000001 0 4308.98 10000 3970.37 4102.32 0 124 18
10000 0.9903 2500001 0 4652.48 10000 4893.09 4496.03 0 124 23
10000 0.9922 3000001 0 4665.3 10000 4380.74 4664.29 0 124 29
10000 0.9934 3500001 0 4756.42 10000 4932.73 4712.46 0 124 35
10000 0.9917 4000001 0 4776.34 10000 4710.91 4744.83 0 124 41
10000 0.9918 4500001 0 4783.53 10000 4914.87 4766.39 0 124 48
10000 0.9922 4999999 0 4739.62 10000 4921.82 4763.73 0.991953 124 54
