k = 118
# m = 10000, Approx. E[load]=(k/(1+k))=0.991597, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0042 1.0042 1.03204 0 118 0
10000 0.9903 500001 0 2636.74 10000 2365.12 1751.63 0 118 2
10000 0.9922 1000001 0 3375.37 10000 1809.28 2921.9 0 118 6
10000 0.9904 1500001 0 4168.47 10000 4897.05 3853.79 0 118 11
10000 0.9918 2000001 0 4576.9 10000 4915.87 4421.98 0 118 17
10000 0.9899 2500001 0 4617.95 10000 4859.57 4613.41 0 118 23
10000 0.9919 3000001 0 4665.22 10000 4914.87 4667.01 0 118 29
10000 0.9929 3500001 0 4683.06 10000 4886.24 4702.08 0 118 35
10000 0.9914 4000001 0 4700.29 10000 4911.9 4713.4 0 118 41
10000 0.9908 4500001 0 4740.06 10000 4908.93 4709.27 0 118 47
10000 0.9919 4999999 0 4687.06 10000 4915.87 4714.95 0.991549 118 53
