k = 116
# m = 10000, Approx. E[load]=(k/(1+k))=0.991453, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03547 1.0045 1.0045 1.03541 0 116 0
10000 0.9897 500001 0 2589.37 10000 1616.88 1707.2 0 116 2
10000 0.9921 1000001 0 3345.41 10000 1966.48 2849.06 0 116 6
10000 0.99 1500001 0 4104.69 10000 4848.72 3803.74 0 116 11
10000 0.9917 2000001 0 4497.17 10000 4906.95 4387.36 0 116 17
10000 0.9898 2500001 0 4624.59 10000 4893.09 4607.17 0 116 23
10000 0.9917 3000001 0 4658.44 10000 4912.89 4662.53 0 116 29
10000 0.9928 3500001 0 4686.76 10000 4625.89 4690.99 0 116 35
10000 0.9913 4000001 0 4702.51 10000 4831.29 4713.88 0 116 41
10000 0.9908 4500001 0 4705.13 10000 4904.97 4702.65 0 116 47
10000 0.9917 4999999 0 4688.08 10000 4884.24 4703.99 0.991403 116 53
