k = 79
# m = 10000, Approx. E[load]=(k/(1+k))=0.9875, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03378 1.005 1.005 1.03373 0 79 0
10000 0.9844 500001 0 2293.26 10000 4639.37 1300.63 0 79 2
10000 0.9878 1000001 0 3357.43 10000 2330.69 2945.83 0 79 5
10000 0.9841 1500001 0 3753.89 10000 4712.9 3593.45 0 79 10
10000 0.9873 2000001 0 3940.69 10000 2416.57 3867.07 0 79 15
10000 0.9858 2500001 0 3923.32 10000 4818.2 3960.77 0 79 20
10000 0.9882 3000001 0 3954.6 10000 4488.39 3914.82 0 79 26
10000 0.9896 3500001 0 3973.2 10000 3348.69 3943.38 0 79 31
10000 0.9886 4000001 0 3968.67 10000 2418.7 3944.09 0 79 37
10000 0.9878 4500001 0 3963.53 10000 2245.6 3966.57 0 79 42
10000 0.9875 4999999 0 3930.45 10000 3468.41 3963.17 0.987454 79 47
