k = 16
# m = 10000, Approx. E[load]=(k/(1+k))=0.941176, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02027 1.0069 1.0069 1.02024 0 16 0
10000 0.9377 500001 0 95.3248 10000 105.056 95.7838 0 16 0
10000 0.9419 1000001 0 101.315 10000 102.333 105.32 0 16 0
10000 0.9393 1500001 0 104.225 10000 83.5426 108.353 0 16 0
10000 0.9432 2000001 0 98.232 10000 121.503 103.988 0 16 1
10000 0.9411 2500001 0 113.045 10000 106.635 111.664 0 16 1
10000 0.9425 3000001 0 100.352 10000 103.206 99.464 0 16 1
10000 0.9402 3500001 0 106.14 10000 90.3295 112.487 0 16 1
10000 0.943 4000001 0 92.1115 10000 82.8488 99.2988 0 16 1
10000 0.9435 4500001 0 102.224 10000 105.325 102.956 0 16 2
10000 0.9412 4999999 0 110.476 10000 105.555 103.42 0.941135 16 2
