k = 87
# m = 10000, Approx. E[load]=(k/(1+k))=0.988636, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0046 1.0046 1.03204 0 87 0
10000 0.9867 500001 0 2627.52 10000 4512.25 1497.84 0 87 2
10000 0.9892 1000001 0 3700.7 10000 2804.01 3288.28 0 87 6
10000 0.9865 1500001 0 3998.14 10000 4065 3865.98 0 87 11
10000 0.9891 2000001 0 4150.09 10000 4871.35 4099.36 0 87 16
10000 0.9874 2500001 0 4177.97 10000 4787 4159.54 0 87 21
10000 0.9892 3000001 0 4155.92 10000 4230.18 4183.03 0 87 27
10000 0.9906 3500001 0 4194.15 10000 4624.47 4180.54 0 87 32
10000 0.9891 4000001 0 4194.75 10000 4396 4169.15 0 87 39
10000 0.9888 4500001 0 4215.7 10000 4876.29 4188.03 0 87 45
10000 0.9883 4999999 0 4155.59 10000 2415.95 4201.12 0.98859 87 50
