k = 69
# m = 10000, Approx. E[load]=(k/(1+k))=0.985714, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03378 1.0051 1.0051 1.03373 0 69 0
10000 0.9826 500001 0 2531.15 10000 2584.55 1581.73 0 69 2
10000 0.9862 1000001 0 3200.6 10000 1239.4 2936.76 0 69 6
10000 0.9821 1500001 0 3309.99 10000 3505.78 3271.57 0 69 10
10000 0.9852 2000001 0 3459.97 10000 1533.61 3411.08 0 69 14
10000 0.9843 2500001 0 3469.29 10000 2767.13 3436.88 0 69 18
10000 0.9869 3000001 0 3454.93 10000 2081.42 3452.52 0 69 22
10000 0.9883 3500001 0 3482.75 10000 4272.5 3482.1 0 69 27
10000 0.9867 4000001 0 3425.71 10000 2575.78 3468.8 0 69 31
10000 0.9865 4500001 0 3483.75 10000 1689.72 3432.59 0 69 35
10000 0.9861 4999999 0 3438.96 10000 2996.64 3463.33 0.985671 69 40
