k = 44
# m = 10000, Approx. E[load]=(k/(1+k))=0.977778, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02365 1.0049 1.0049 1.02361 0 44 0
10000 0.9733 500001 0 1017.57 10000 1392.2 773.177 0 44 1
10000 0.9771 1000001 0 1148.71 10000 1457.5 1176.15 0 44 2
10000 0.9744 1500001 0 1224.15 10000 400.092 1199 0 44 4
10000 0.9783 2000001 0 1333.73 10000 2829.36 1298.72 0 44 5
10000 0.9761 2500001 0 1296.29 10000 346.223 1242.94 0 44 7
10000 0.9797 3000001 0 1369.78 10000 935.303 1317.91 0 44 9
10000 0.9784 3500001 0 1332.74 10000 1958.47 1293.42 0 44 10
10000 0.9787 4000001 0 1235.59 10000 697.126 1238.14 0 44 12
10000 0.9791 4500001 0 1195.33 10000 644.491 1236.18 0 44 13
10000 0.9765 4999999 0 1270.7 10000 1199.65 1234.79 0.977741 44 15
