k = 21
# m = 10000, Approx. E[load]=(k/(1+k))=0.954545, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02872 1.0071 1.0071 1.02867 0 21 0
10000 0.9513 500001 0 161.757 10000 172.787 148.573 0 21 0
10000 0.9554 1000001 0 145.735 10000 123.336 172.29 0 21 0
10000 0.9521 1500001 0 158.444 10000 110.401 162.531 0 21 1
10000 0.9549 2000001 0 200.31 10000 170.393 157.927 0 21 1
10000 0.9538 2500001 0 172.974 10000 172.174 178.013 0 21 1
10000 0.9572 3000001 0 166.132 10000 193.166 172.504 0 21 1
10000 0.954 3500001 0 185.318 10000 349.662 186.562 0 21 2
10000 0.9564 4000001 0 194.116 10000 213.974 167.112 0 21 2
10000 0.9571 4500001 0 187.733 10000 269.21 181.675 0 21 2
10000 0.9564 4999999 0 173.879 10000 177.272 174.597 0.95452 21 3
