k = 146
# m = 10000, Approx. E[load]=(k/(1+k))=0.993197, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9407 1.03547 1.0049 1.0048 1.03541 0 146 0
10000 0.9922 500001 0 3169.32 10000 2678.15 2177.79 0 146 2
10000 0.9936 1000001 0 3205.74 10000 1971.47 3269.42 0 146 6
10000 0.9925 1500001 0 3801.33 10000 2159.5 3584.11 0 146 11
10000 0.9942 2000001 0 3800.08 10000 1987.58 3701.54 0 146 15
10000 0.9916 2500001 0 4436.46 10000 4404.1 4146.37 0 146 20
10000 0.9934 3000001 0 4724.31 10000 4933.73 4599.94 0 146 26
10000 0.9942 3500001 0 4834.76 10000 4938.7 4797.3 0 146 32
10000 0.9929 4000001 0 4871.04 10000 4929.76 4835.11 0 146 37
10000 0.9928 4500001 0 4880.43 10000 4927.77 4860.03 0 146 43
10000 0.9933 4999999 0 4854.51 10000 4932.73 4873.47 0.993153 146 49
