k = 82
# m = 10000, Approx. E[load]=(k/(1+k))=0.987952, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0048 1.0048 1.03204 0 82 0
10000 0.9858 500001 0 2107.35 10000 2851.48 1300.24 0 82 1
10000 0.9884 1000001 0 3419.37 10000 2723.09 2896.04 0 82 5
10000 0.9852 1500001 0 3876.12 10000 4716.24 3680.7 0 82 10
10000 0.9884 2000001 0 3945.54 10000 4848.68 3919.8 0 82 16
10000 0.9861 2500001 0 3976.66 10000 4290.41 3997.5 0 82 21
10000 0.9887 3000001 0 3968.74 10000 4875.3 4000.37 0 82 27
10000 0.9903 3500001 0 4017.05 10000 4885.18 4007.17 0 82 32
10000 0.9888 4000001 0 4004.02 10000 4760.11 4022.82 0 82 38
10000 0.9884 4500001 0 4009.96 10000 4851.63 3991.11 0 82 44
10000 0.9879 4999999 0 4095.91 10000 4615.87 4039.06 0.987904 82 51
