k = 28
# m = 10000, Approx. E[load]=(k/(1+k))=0.965517, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02703 1.0055 1.0055 1.02698 0 28 0
10000 0.9621 500001 0 285.984 10000 459.386 239.166 0 28 0
10000 0.9666 1000001 0 318.117 10000 257.399 324.967 0 28 1
10000 0.9616 1500001 0 346.289 10000 265.427 362.371 0 28 1
10000 0.9654 2000001 0 414.923 10000 194.595 390.133 0 28 2
10000 0.9632 2500001 0 408.881 10000 208.749 408.75 0 28 2
10000 0.9678 3000001 0 397.024 10000 453.073 383.027 0 28 3
10000 0.9633 3500001 0 432.8 10000 357.337 381.179 0 28 3
10000 0.9667 4000001 0 417.623 10000 271.8 405.946 0 28 4
10000 0.9687 4500001 0 383.981 10000 340.696 385.233 0 28 4
10000 0.9646 4999999 0 420.201 10000 324.612 420.973 0.965486 28 5
