k = 53
# m = 10000, Approx. E[load]=(k/(1+k))=0.981481, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.0051 1.0051 1.03204 0 53 0
10000 0.978 500001 0 1853.59 10000 3000.89 1220 0 53 2
10000 0.9816 1000001 0 2014.71 10000 2288.46 1930.73 0 53 4
10000 0.9785 1500001 0 2213.02 10000 3457.54 2116.02 0 53 8
10000 0.9813 2000001 0 2274.63 10000 2426.82 2237.57 0 53 11
10000 0.9792 2500001 0 2221.06 10000 860.394 2228.27 0 53 14
10000 0.9838 3000001 0 2333.49 10000 1766.56 2318.1 0 53 17
10000 0.9828 3500001 0 2321.75 10000 2389 2318.02 0 53 21
10000 0.9822 4000001 0 2213.36 10000 3789.53 2202.54 0 53 24
10000 0.9831 4500001 0 2288.99 10000 3835.26 2219.43 0 53 27
10000 0.9816 4999999 0 2104.98 10000 3669.89 2138.45 0.98144 53 30
