k = 37
# m = 10000, Approx. E[load]=(k/(1+k))=0.973684, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02534 1.0053 1.0053 1.0253 0 37 0
10000 0.9694 500001 0 734.059 10000 519.836 466.688 0 37 0
10000 0.9735 1000001 0 825.223 10000 881.395 748.84 0 37 1
10000 0.9707 1500001 0 883.181 10000 965.839 846.123 0 37 2
10000 0.9735 2000001 0 794.748 10000 574.026 898.91 0 37 4
10000 0.9709 2500001 0 785.321 10000 222.284 802.677 0 37 5
10000 0.9762 3000001 0 873.511 10000 1072.84 821.369 0 37 6
10000 0.9732 3500001 0 811.011 10000 950.335 802.992 0 37 7
10000 0.9746 4000001 0 852.496 10000 395.623 825.312 0 37 8
10000 0.9761 4500001 0 870.04 10000 452.046 838.179 0 37 9
10000 0.972 4999999 0 937.891 10000 678.5 868.829 0.973649 37 10
